True DGP (p0),Sample Size (T),Estimator,Lag Detection Rate (%),Mean Evaluated Lag,Avg Opt Tau,Fail Rate (%),Geom Mean MSE Ratio,5th Percentile,95th Percentile
10,144,"BVAR-WN (tau=0.50, p_max)",N/A,12.0,N/A,10.0,0.771085149742718,0.22567034910419428,2.736624082999116
10,144,"BVAR-WN (tau=0.65, p_max)",N/A,12.0,N/A,0.0,0.5374465086724124,0.1265847993530922,2.620998594555661
10,144,"BVAR-WN (tau=0.80, p_max)",N/A,12.0,N/A,0.0,0.9579081499360377,0.4008876911867942,2.2004362450755663
10,144,"BVAR-WN (tau=0.95, p_max)",N/A,12.0,N/A,10.0,0.7913368216921842,0.2592798844495793,2.949979467587969
10,144,"BVAR-RW (tau=0.20, p_max)",N/A,12.0,N/A,20.0,0.9429295945465711,0.3550937709397736,2.403738463925126
10,144,"BVAR-RW (tau=0.50, p_max)",N/A,12.0,N/A,0.0,0.6372624522863031,0.30862116454756927,1.0098634887347953
10,144,"BMA BVAR-WN (BIC-W, tau=0.20)",N/A,4.58,N/A,0.0,0.299190457523111,0.07295269347680601,2.472491573838782
10,144,"BMA BVAR-WN (BIC-W, tau=0.50)",N/A,4.58,N/A,0.0,0.6372957836133721,0.11430538766484241,2.7543935874892527
10,144,"BVAR-WN (MDD tau, p_max)",N/A,12.0,0.2,0.0,0.4775529229082964,0.24079489503604098,1.0369796968479792
10,240,AIC,0.0,5.7,N/A,0.0,1.0709569327197752,0.2818733207964439,4.2337585221379666
10,240,SIC (BIC),0.0,2.0,N/A,0.0,1.1320947446111131,0.17436299732228494,4.2337585221379666
10,240,HQC,0.0,2.1,N/A,0.0,1.3072476004611864,0.17436299732228494,4.2337585221379666
10,240,OLS BMA (BIC-W),N/A,5.22,N/A,0.0,0.9809843817016483,0.17227231250030595,4.892001025666704
10,240,"BVAR-WN (tau=0.05, p_max)",N/A,12.0,N/A,10.0,0.862708556824529,0.29278243449727337,2.9983512495147986
10,240,"BVAR-WN (tau=0.20, p_max)",N/A,12.0,N/A,10.0,0.612446780667026,0.10662567802070122,3.613704486279927
10,240,"BVAR-WN (tau=0.35, p_max)",N/A,12.0,N/A,0.0,0.8881796636893561,0.2104601764984796,3.381457998150334
10,240,"BVAR-WN (tau=0.50, p_max)",N/A,12.0,N/A,10.0,0.9157637117749576,0.42803109754865193,2.0562758910755434
10,240,"BVAR-WN (tau=0.65, p_max)",N/A,12.0,N/A,0.0,0.9169409414397696,0.19375583419729697,4.9365132413772015
10,240,"BVAR-WN (tau=0.80, p_max)",N/A,12.0,N/A,0.0,1.0939358761661337,0.21485775002291635,3.0324502591115197
10,240,"BVAR-WN (tau=0.95, p_max)",N/A,12.0,N/A,0.0,1.4192442727301384,0.6593099977728162,2.8828301658325226
10,240,"BVAR-RW (tau=0.20, p_max)",N/A,12.0,N/A,10.0,1.0076368437961705,0.18065398598783425,9.398267992880642
10,240,"BVAR-RW (tau=0.50, p_max)",N/A,12.0,N/A,0.0,0.9377709820284947,0.1822972864792747,6.411664717564005
10,240,"BMA BVAR-WN (BIC-W, tau=0.20)",N/A,5.22,N/A,0.0,1.1539247759861748,0.5397775985054437,2.4598283643871204
10,240,"BMA BVAR-WN (BIC-W, tau=0.50)",N/A,5.22,N/A,0.0,1.6358146788233887,0.4359458329155819,6.714463959271424
10,240,"BVAR-WN (MDD tau, p_max)",N/A,12.0,0.2,10.0,0.612446780667026,0.10662567802070122,3.613704486279927
10,480,AIC,60.0,9.4,N/A,0.0,1.3401529886635395,0.9996289435403559,5.045765679347891
10,480,SIC (BIC),0.0,2.0,N/A,0.0,1.0424112420706193,0.18280541108682574,19.313689703140614
10,480,HQC,0.0,2.5,N/A,0.0,1.0048871657523437,0.2519550823610988,19.715021989354412
10,480,OLS BMA (BIC-W),N/A,5.89,N/A,0.0,0.9937941339943104,0.18483372270959159,18.544880478325695
10,480,"BVAR-WN (tau=0.05, p_max)",N/A,12.0,N/A,0.0,1.1365709786525358,0.09525191917496123,21.889145699669008
10,480,"BVAR-WN (tau=0.20, p_max)",N/A,12.0,N/A,0.0,0.7706990726319196,0.19152187568871334,15.409820889535542
10,480,"BVAR-WN (tau=0.35, p_max)",N/A,12.0,N/A,0.0,0.9328620431510883,0.14156238476937336,4.240014938929252
10,480,"BVAR-WN (tau=0.50, p_max)",N/A,12.0,N/A,0.0,0.6412956470267775,0.11669716407019196,2.7076181176443144
10,480,"BVAR-WN (tau=0.65, p_max)",N/A,12.0,N/A,0.0,0.7359687233792109,0.09043945401217446,14.962117470893212
10,480,"BVAR-WN (tau=0.80, p_max)",N/A,12.0,N/A,0.0,0.7705959578276911,0.14775302269447751,5.893458642038744
10,480,"BVAR-WN (tau=0.95, p_max)",N/A,12.0,N/A,0.0,0.7987401606504311,0.24135698148731277,3.2358208711596923
10,480,"BVAR-RW (tau=0.20, p_max)",N/A,12.0,N/A,0.0,0.8222903513700125,0.16709780450721137,4.91297729406377
10,480,"BVAR-RW (tau=0.50, p_max)",N/A,12.0,N/A,0.0,0.921735105268711,0.22497597810021122,19.22653796950473
10,480,"BMA BVAR-WN (BIC-W, tau=0.20)",N/A,5.89,N/A,0.0,1.671337091471414,0.4428527948090625,19.471485290406022
10,480,"BMA BVAR-WN (BIC-W, tau=0.50)",N/A,5.89,N/A,0.0,0.7869639696983504,0.16901503540977916,5.869686340367338
10,480,"BVAR-WN (MDD tau, p_max)",N/A,12.0,0.29,0.0,0.6718585311144528,0.11702567348029003,3.93601973212878
